source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,valid_start_date,valid_end_date,invalid_reason
1000367,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ABILITY TO EXPRESS NEEDS,Has relat context,4124816,Able to use self-expression,SNOMED,Observation,02-20-2024,12-31-2099,
1000367,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ABILITY TO EXPRESS NEEDS,Is a,4127667,Ability to use self-expression,SNOMED,Observation,02-20-2024,12-31-2099,
1000379,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ABILITY TO FOLLOW COMMANDS,Is a,4086847,Response to commands,SNOMED,Observation,02-20-2024,12-31-2099,
1000293,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | COGNITION,Maps to,4150851,Cognitive functions,SNOMED,Observation,02-20-2024,12-31-2099,
1000293,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | COGNITION,Maps to,46235850,Cognitive function [Interpretation],LOINC,Observation,02-20-2024,12-31-2099,
1000293,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | COGNITION,Subsumes,3004760,Cognition Status [OMAHA],LOINC,Observation,02-20-2024,12-31-2099,
1000358,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | LEVEL OF CONSCIOUSNESS,Maps to,4290243,Level of consciousness,SNOMED,Observation,02-20-2024,12-31-2099,
1000358,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | LEVEL OF CONSCIOUSNESS,Maps to,21494983,Level of consciousness,LOINC,Observation,02-20-2024,12-31-2099,
1000127,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ORIENTATION LEVEL,Has relat context,4150852,Finding related to orientation,SNOMED,Observation,02-20-2024,12-31-2099,
1000127,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ORIENTATION LEVEL,Has relat context,4183166,Orientation,SNOMED,Observation,02-20-2024,12-31-2099,
1000127,0,DelphiR2,NERVOUS SYSTEM | AWARENESS | ORIENTATION LEVEL,Has relat context,4232896,"Ability to identify person, place, and time",SNOMED,Observation,02-20-2024,12-31-2099,
1000264,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Arousal,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000425,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Auditory function,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000130,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Coma Recovery Scale (CRS),Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000333,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Communication,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000290,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | CRS Score,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000384,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Motor function,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000356,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Oromotor/verbal function,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000141,0,DelphiR2,NERVOUS SYSTEM | Coma Recovery Scale (CRS) | Visual function,Has associated finding,380834,Coma,SNOMED,Condition,02-20-2024,12-31-2099,
1000467,0,DelphiR2,NERVOUS SYSTEM | Confusion Assessment Method for ICU | CAM ICU Feature 1,Is a,4157120,Assessment scales,SNOMED,Measurement,02-20-2024,12-31-2099,
1000142,0,DelphiR2,NERVOUS SYSTEM | Confusion Assessment Method for ICU | CAM ICU Feature 2,Is a,4157120,Assessment scales,SNOMED,Measurement,02-20-2024,12-31-2099,
1000100,0,DelphiR2,NERVOUS SYSTEM | Confusion Assessment Method for ICU | CAM ICU Feature 3,Is a,4157120,Assessment scales,SNOMED,Measurement,02-20-2024,12-31-2099,
1000491,0,DelphiR2,NERVOUS SYSTEM | Confusion Assessment Method for ICU | CAM ICU Feature 4,Is a,4157120,Assessment scales,SNOMED,Measurement,02-20-2024,12-31-2099,
1000115,0,DelphiR2,NERVOUS SYSTEM | Confusion Assessment Method for ICU | CAM ICU Overall,Is a,4157120,Assessment scales,SNOMED,Measurement,02-20-2024,12-31-2099,
1000283,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC EYE OPENING,Subsumes,3016335,Glasgow coma score eye opening,LOINC,Measurement,02-20-2024,12-31-2099,
1000283,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC EYE OPENING,Subsumes,3026019,Glasgow coma score eye opening at First encounter,LOINC,Measurement,02-20-2024,12-31-2099,
1000505,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC MOTOR RESPONSE,Maps to,3008223,Glasgow coma score motor,LOINC,Measurement,02-20-2024,12-31-2099,
1000404,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC SCORE,Maps to,3032652,Glasgow coma scale,LOINC,Measurement,02-20-2024,12-31-2099,
1000095,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC TRIGGER,Is a,3032652,Glasgow coma scale,LOINC,Measurement,02-20-2024,12-31-2099,
1000046,0,DelphiR2,NERVOUS SYSTEM | GLASGOW COMA SCLAE | GSC VERBAL RESPONSE,Maps to,3009094,Glasgow coma score verbal,LOINC,Measurement,02-20-2024,12-31-2099,
1000387,0,DelphiR2,NERVOUS SYSTEM | Modified Rankin Scale | Modified Rankin Scale,Maps to,3654838,Modified Rankin Scale,SNOMED,Measurement,02-20-2024,12-31-2099,
1000104,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 10. DYSARTHRIA,Maps to,42868669,Dysarthria [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000072,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 11. EXTINCTION AND INATTENTION,Maps to,42868670,Extinction and inattention [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000139,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 1A. LEVEL OF CONSCIOUSNESS,Maps to,42868658,Level of consciousness [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000137,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 1B. LOC QUESTIONS,Maps to,42868659,LOC questions [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000123,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 1C. LOC COMMANDS,Maps to,42868660,LOC commands [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000340,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 2. BEST GAZE,Maps to,42868661,Best gaze [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000406,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 3. VISUAL,Maps to,42868662,Visual [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000444,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 4. FACIAL PALSY,Maps to,42868663,Facial palsy [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000270,0,DelphiR2,"NERVOUS SYSTEM | NIH STROKE SCALE | 5A. MOTOR ARM, LEFT",Maps to,42868664,Motor arm Left arm [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000088,0,DelphiR2,"NERVOUS SYSTEM | NIH STROKE SCALE | 5B. MOTOR ARM, RIGHT",Maps to,42869911,Motor arm Right arm [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000116,0,DelphiR2,"NERVOUS SYSTEM | NIH STROKE SCALE | 6A. MOTOR LEG, LEFT",Maps to,42868665,Motor leg Leg - left [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000318,0,DelphiR2,"NERVOUS SYSTEM | NIH STROKE SCALE | 6B. MOTOR LEG, RIGHT",Maps to,42869912,Motor leg Leg - right [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000266,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 7. LIMB ATAXIA,Maps to,42868666,Limb ataxia [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000083,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 8. SENSORY,Maps to,42868667,Sensory [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000119,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | 9. BEST LANGUAGE,Maps to,42868668,Best language [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000182,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | INTERVAL,Maps to,42868657,NIH stroke scale interval [NIH Stroke Scale],LOINC,Observation,02-20-2024,12-31-2099,
1000416,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | NIH STROKE SCALE,Maps to,42868656,NIH Stroke Scale,LOINC,Observation,02-20-2024,12-31-2099,
1000273,0,DelphiR2,NERVOUS SYSTEM | NIH STROKE SCALE | NIH STROKE SCALE Total,Is a,42868656,NIH Stroke Scale,LOINC,Observation,02-20-2024,12-31-2099,
1000208,0,DelphiR2,NERVOUS SYSTEM | Reflexes | Cough Reflex,Maps to,4146379,Cough reflex,SNOMED,Observation,02-20-2024,12-31-2099,
1000117,0,DelphiR2,NERVOUS SYSTEM | Reflexes | Gag Reflex,Maps to,4143764,Pharyngeal gag reflex,SNOMED,Observation,02-20-2024,12-31-2099,
1000366,0,DelphiR2,NERVOUS SYSTEM | Reflexes | Left Pronator Drift,Has associated finding,4323046,Pronator drift,SNOMED,Condition,02-20-2024,12-31-2099,
1000199,0,DelphiR2,NERVOUS SYSTEM | Reflexes | Right Pronator Drift,Has associated finding,4323046,Pronator drift,SNOMED,Condition,02-20-2024,12-31-2099,
1000331,0,DelphiR2,NERVOUS SYSTEM | Seizure | Seizure Duration of Event,Maps to,4193586,Duration of seizure,SNOMED,Observation,02-20-2024,12-31-2099,
NEURO IOM,0,DelphiR2,NEURO IOM,Maps to,4098799,Intraoperative neurophysiological monitoring,SNOMED,Observation,02-20-2024,12-31-2099,
NEUROVASCULAR ADDITIONAL ASSESSMENTS,0,DelphiR2,NEUROVASCULAR ADDITIONAL ASSESSMENTS,Is a,4174554,Neurovascular assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
NIH STROKE SCALE,0,DelphiR2,NIH STROKE SCALE,Maps to,42868656,NIH Stroke Scale,LOINC,Observation,02-20-2024,12-31-2099,
NM,0,DelphiR2,NM,Maps to,4155794,Nuclear medicine procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
NM CHOLESCINTIGRAPHY,0,DelphiR2,NM CHOLESCINTIGRAPHY,Is a,4346722,"Radionuclide study of liver, spleen and biliary tract",SNOMED,Procedure,02-20-2024,12-31-2099,
NM CHOLESCINTIGRAPHY WITH PHARMACOLOGICAL INTERVENTION,0,DelphiR2,NM CHOLESCINTIGRAPHY WITH PHARMACOLOGICAL INTERVENTION,Is a,4346722,"Radionuclide study of liver, spleen and biliary tract",SNOMED,Procedure,02-20-2024,12-31-2099,
NM LUNG PERFUSION IMAGING,0,DelphiR2,NM LUNG PERFUSION IMAGING,Is a,44798684,Radionuclide pulmonary ventilation and perfusion study,SNOMED,Procedure,02-20-2024,12-31-2099,
NM PET BRAIN SCAN TUMOR,0,DelphiR2,NM PET BRAIN SCAN TUMOR,Is a,35608075,Positron emission tomography of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
NM PET BRAIN SEIZURES,0,DelphiR2,NM PET BRAIN SEIZURES,Is a,4237722,Measure of seizure,SNOMED,Observation,02-20-2024,12-31-2099,
NM PET BRAIN SEIZURES,0,DelphiR2,NM PET BRAIN SEIZURES,Is a,35608075,Positron emission tomography of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
NM PET CT BRAIN TUMOR,0,DelphiR2,NM PET CT BRAIN TUMOR,Maps to,37109091,PET CT of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
NM PET CT SKULL BASE TO MID THIGHS,0,DelphiR2,NM PET CT SKULL BASE TO MID THIGHS,Is a,42872445,Positron emission tomography with computed tomography,SNOMED,Procedure,02-20-2024,12-31-2099,
NM PET CT SKULL BASE TO MID THIGHS,0,DelphiR2,NM PET CT SKULL BASE TO MID THIGHS,Maps to,2212054,Positron emission tomography (PET) imaging; skull base to mid-thigh,CPT4,Procedure,02-20-2024,12-31-2099,
1000229,0,DelphiR2,NM | NM CHOLESCINTIGRAPHY WITH PHARMACOLOGICAL INTERVENTION |,Is a,35622827,Radionuclide imaging of liver and/or biliary tract using radioactive isotope,SNOMED,Procedure,02-20-2024,12-31-2099,
1000390,0,DelphiR2,NM | NM CHOLESCINTIGRAPHY |,Maps to,35622827,Radionuclide imaging of liver and/or biliary tract using radioactive isotope,SNOMED,Procedure,02-20-2024,12-31-2099,
1000455,0,DelphiR2,NM | NM LUNG PERFUSION IMAGING |,Maps to,3041029,NM Lung Perfusion,LOINC,Procedure,02-20-2024,12-31-2099,
1000020,0,DelphiR2,NM | NM PET BRAIN SCAN TUMOR |,Has associated finding,373724,Neoplasm of brain,SNOMED,Condition,02-20-2024,12-31-2099,
1000020,0,DelphiR2,NM | NM PET BRAIN SCAN TUMOR |,Is a,35608075,Positron emission tomography of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
1000065,0,DelphiR2,NM | NM PET BRAIN SEIZURES |,Has associated finding,4029498,Seizure disorder,SNOMED,Condition,02-20-2024,12-31-2099,
1000065,0,DelphiR2,NM | NM PET BRAIN SEIZURES |,Is a,35608075,Positron emission tomography of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
1000248,0,DelphiR2,NM | NM PET CT BRAIN TUMOR |,Has associated finding,373724,Neoplasm of brain,SNOMED,Condition,02-20-2024,12-31-2099,
1000248,0,DelphiR2,NM | NM PET CT BRAIN TUMOR |,Is a,37109091,PET CT of brain,SNOMED,Procedure,02-20-2024,12-31-2099,
1000274,0,DelphiR2,NM | NM PET CT SKULL BASE TO MID THIGHS |,Maps to,2212054,Positron emission tomography (PET) imaging; skull base to mid-thigh,CPT4,Procedure,02-20-2024,12-31-2099,
1000274,0,DelphiR2,NM | NM PET CT SKULL BASE TO MID THIGHS |,Subsumes,37111256,PET CT FDG (fluorodeoxyglucose) imaging of base of brain to mid-thigh,SNOMED,Procedure,02-20-2024,12-31-2099,
NON-VIOLENT PSYCHOLOGICAL STATUS,0,DelphiR2,NON-VIOLENT PSYCHOLOGICAL STATUS,Has asso proc,4226272,Psychological assessment,SNOMED,Procedure,02-20-2024,12-31-2099,
NUMBER OF PERSONS FOR ASSISTANCE,0,DelphiR2,NUMBER OF PERSONS FOR ASSISTANCE,Is a,4274423,Finding related to care and support circumstances and networks,SNOMED,Observation,02-20-2024,12-31-2099,
NUMBER OF STAFF FOR ASSISTANCE,0,DelphiR2,NUMBER OF STAFF FOR ASSISTANCE,Is a,4274423,Finding related to care and support circumstances and networks,SNOMED,Observation,02-20-2024,12-31-2099,
O2,0,DelphiR2,O2,Has relat context,19025274,oxygen,RxNorm,Drug,02-20-2024,12-31-2099,
OBSERVATION,0,DelphiR2,OBSERVATION,Maps to,4022114,Observation regime,SNOMED,Observation,02-20-2024,12-31-2099,
OBSERVATION/MEASRUEMENTS,0,DelphiR2,OBSERVATION/MEASRUEMENTS,Is a,4297090,Evaluation procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
OBSERVATION/MEASUREMENTS,0,DelphiR2,OBSERVATION/MEASUREMENTS,Is a,4297090,Evaluation procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
OBSERVATIONS/MEASUREMENTS,0,DelphiR2,OBSERVATIONS/MEASUREMENTS,Is a,4297090,Evaluation procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
ORGAN SUPPORT,0,DelphiR2,ORGAN SUPPORT,Is a,4302920,Life support procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
OSTOMY,0,DelphiR2,OSTOMY,Has asso proc,4075371,Stoma appliance procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
OSTOMY,0,DelphiR2,OSTOMY,Maps to,4301443,Ostomy care,SNOMED,Observation,02-20-2024,12-31-2099,
OTHER/ADDITIONAL ASSESSMENT,0,DelphiR2,OTHER/ADDITIONAL ASSESSMENT,Is a,4297090,Evaluation procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
OUTPUT,0,DelphiR2,OUTPUT,Maps to,4209882,Measuring output,SNOMED,Measurement,02-20-2024,12-31-2099,
OXYGEN DEVICE,0,DelphiR2,OXYGEN DEVICE,Has relat context,4222965,Oxygen equipment,SNOMED,Device,02-20-2024,12-31-2099,
OXYGEN SATURATION (SPO2),0,DelphiR2,OXYGEN SATURATION (SPO2),Maps to,4020553,Oxygen saturation measurement,SNOMED,Measurement,02-20-2024,12-31-2099,
PAIN,0,DelphiR2,PAIN,Has associated finding,4329041,Pain,SNOMED,Condition,02-20-2024,12-31-2099,
PAIN,0,DelphiR2,PAIN,Maps to,4227393,Pain observable,SNOMED,Observation,02-20-2024,12-31-2099,
PAST MEDICAL HISTORY,0,DelphiR2,PAST MEDICAL HISTORY,Has asso proc,4161191,Assessment of past history,SNOMED,Procedure,02-20-2024,12-31-2099,
PAST MEDICAL HISTORY,0,DelphiR2,PAST MEDICAL HISTORY,Maps to,3031158,Patient history,LOINC,Measurement,02-20-2024,12-31-2099,
PAST MEDICAL HISTORY,0,DelphiR2,PAST MEDICAL HISTORY,Maps to,43529712,Personal Medical History,PPI,Observation,02-20-2024,12-31-2099,
PAST MEDICAL HISTORY,0,DelphiR2,PAST MEDICAL HISTORY,Subsumes,763082,Documentation of past medical history,SNOMED,Observation,02-20-2024,12-31-2099,
PAST MEDICAL HISTORY,0,DelphiR2,PAST MEDICAL HISTORY,Subsumes,764169,Gathering of past medical history,SNOMED,Observation,02-20-2024,12-31-2099,
PATIENT ASSESSMENT,0,DelphiR2,PATIENT ASSESSMENT,Is a,4297090,Evaluation procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
PATIENT CARE,0,DelphiR2,PATIENT CARE,Maps to,4126966,Patient care statuses,SNOMED,Observation,02-20-2024,12-31-2099,
PATIENT HYGIENE,0,DelphiR2,PATIENT HYGIENE,Maps to,44791841,Hygiene care,SNOMED,Observation,02-20-2024,12-31-2099,
PATIENT PATHOLOGY,0,DelphiR2,PATIENT PATHOLOGY,Is a,4234469,Diagnosis,SNOMED,Observation,02-20-2024,12-31-2099,
PATIENT PSYCHOLOGY & BEHAVIOR,0,DelphiR2,PATIENT PSYCHOLOGY & BEHAVIOR,Is a,4293175,"Mental state, behavior and/or psychosocial function finding",SNOMED,Observation,02-20-2024,12-31-2099,
PATIENT PSYCHOLOGY & BEHAVIOR,0,DelphiR2,PATIENT PSYCHOLOGY & BEHAVIOR,Maps to,4239747,"Mental state, behavior / psychosocial function observable",SNOMED,Measurement,02-20-2024,12-31-2099,
PATIENT'S  SAFTEY,0,DelphiR2,PATIENT'S  SAFTEY,Has asso proc,4022259,Maintaining patient's safety,SNOMED,Procedure,02-20-2024,12-31-2099,
PATIENT'S  SAFTEY,0,DelphiR2,PATIENT'S  SAFTEY,Has asso proc,4256356,Safety case management,SNOMED,Procedure,02-20-2024,12-31-2099,
PATIENT'S  SAFTEY,0,DelphiR2,PATIENT'S  SAFTEY,Subsumes,40758871,Patient safety report Document,LOINC,Observation,02-20-2024,12-31-2099,
PATIENT'S  SAFTEY,0,DelphiR2,PATIENT'S  SAFTEY,Subsumes,44786738,Patient safety event [AHRQ],LOINC,Observation,02-20-2024,12-31-2099,
PEEP,0,DelphiR2,PEEP,Maps to,3016226,PEEP Respiratory system,LOINC,Measurement,02-20-2024,12-31-2099,
PERITONEAL DIALYSIS,0,DelphiR2,PERITONEAL DIALYSIS,Maps to,4324124,Peritoneal dialysis,SNOMED,Procedure,02-20-2024,12-31-2099,
PERITONEAL DIALYSIS,0,DelphiR2,PERITONEAL DIALYSIS,Subsumes,37397621,Peritoneal dialysis care,SNOMED,Observation,02-20-2024,12-31-2099,
1000284,0,DelphiR2,Person | Age | Age,Maps to,3022304,Age,LOINC,Observation,02-20-2024,12-31-2099,
1000284,0,DelphiR2,Person | Age | Age,Maps to,4314456,Current chronological age,SNOMED,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Is a,3050381,Race or ethnicity,LOINC,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Subsumes,3026646,Ethnicity Computed,LOINC,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Subsumes,3051581,Ethnicity [USSG-FHT],LOINC,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Subsumes,21494074,Ethnicity [CDC],LOINC,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Subsumes,40771985,Ethnicity OMB.1997,LOINC,Observation,02-20-2024,12-31-2099,
1000016,0,DelphiR2,Person | Ethinicity | Ethnicity,Subsumes,44816592,Ethnicity [AHRQ],LOINC,Observation,02-20-2024,12-31-2099,
1000359,0,DelphiR2,Person | Gender | Gender,Maps to,1585838,Gender: Gender Identity,PPI,Observation,02-20-2024,12-31-2099,
1000359,0,DelphiR2,Person | Gender | Gender,Maps to,46235215,Gender identity,LOINC,Observation,02-20-2024,12-31-2099,
1000359,0,DelphiR2,Person | Gender | Gender,Subsumes,1585347,The Basics: Gender,PPI,Observation,02-20-2024,12-31-2099,
1000069,0,DelphiR2,Person | Homelessness | Homelessness,Has relat context,4139934,Homeless,SNOMED,Observation,02-20-2024,12-31-2099,
1000069,0,DelphiR2,Person | Homelessness | Homelessness,Maps to,4271762,Feature of homelessness,SNOMED,Observation,02-20-2024,12-31-2099,
1000069,0,DelphiR2,Person | Homelessness | Homelessness,Subsumes,1988631,Homeless in past 12 months,LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Maps to,3046853,Race,LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,1586138,The Basics: Race,PPI,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,3040025,Race [USSG-FHT],LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,40759212,Race [PhenX],LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,42868352,Race [HHS.ACA Section 4302],LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,43055686,Race OMB.1997,LOINC,Observation,02-20-2024,12-31-2099,
1000010,0,DelphiR2,Person | Race | Race,Subsumes,44816591,Race [AHRQ],LOINC,Observation,02-20-2024,12-31-2099,
1000261,0,DelphiR2,Person | ZIP code | ZIP,Maps to,3043579,Postal code [Location],LOINC,Observation,02-20-2024,12-31-2099,
PHLEBITIS SCALE,0,DelphiR2,PHLEBITIS SCALE,Has measurement,40483855,Visual infusion phlebitis scale,SNOMED,Measurement,02-20-2024,12-31-2099,
PHYSICAL THERAPY,0,DelphiR2,PHYSICAL THERAPY,Maps to,4238738,Physical therapy procedure,SNOMED,Procedure,02-20-2024,12-31-2099,
PICU,0,DelphiR2,PICU,Has relat context,4123933,Admission to pediatric intensive care unit,SNOMED,Observation,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,3011859,Labor and delivery records,LOINC,Observation,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,3046278,FDA package insert Labor and delivery section,LOINC,Measurement,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,37019888,Labor and delivery admission history and physical - recommended IHE set,LOINC,Measurement,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,37021579,Labor and delivery summary - recommended IHE set,LOINC,Observation,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,40760193,Labor and delivery process Narrative,LOINC,Observation,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,40760202,Labor and Delivery record panel,LOINC,Measurement,02-20-2024,12-31-2099,
1000436,0,DelphiR2,"PICU | Developmental milestones | Birth history (mode of delivery, APGARs)",Subsumes,43533836,Characteristics of labor and delivery [US Standard Certificate of Live Birth],LOINC,Observation,02-20-2024,12-31-2099,
1000085,0,DelphiR2,PICU | Developmental milestones | Birth weight,Maps to,4264825,Birth weight,SNOMED,Measurement,02-20-2024,12-31-2099,
1000085,0,DelphiR2,PICU | Developmental milestones | Birth weight,Subsumes,3011043,Birth weight Measured,LOINC,Measurement,02-20-2024,12-31-2099,
1000085,0,DelphiR2,PICU | Developmental milestones | Birth weight,Subsumes,40759177,Birth weight - Reported,LOINC,Observation,02-20-2024,12-31-2099,
1000383,0,DelphiR2,PICU | Developmental milestones | Immunization status,Maps to,3033439,History of Immunization,LOINC,Observation,02-20-2024,12-31-2099,
1000111,0,DelphiR2,PICU | Developmental milestones | prenatal care,Maps to,4173786,Antenatal care,SNOMED,Observation,02-20-2024,12-31-2099,
1000181,0,DelphiR2,PICU | PICU | gestational age,Maps to,3012266,Gestational age,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Maps to,4181669,Head circumference,SNOMED,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3000053,Head Occipital-frontal circumference,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3001537,Head Occipital-frontal circumference by Tape measure,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3003878,Head Occipital-frontal circumference --at birth- by US,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3005042,Head Occipital-frontal circumference --at birth- by Tape measure,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3012581,Fetal Head Circumference derived from occipital-frontal diameter and outer-outer transaxial diameter (US),LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3014266,Fetal Head Circumference measured by ellipse overlay (US),LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3014785,Fetal Head Circumference US.traced,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3018631,Fetal Head Circumference US,LOINC,Measurement,02-20-2024,12-31-2099,
1000372,0,DelphiR2,PICU | PICU | Head circumfrence,Subsumes,3020309,Head Occipital-frontal circumference by US,LOINC,Measurement,02-20-2024,12-31-2099,
